Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.773443 0.024256 -0.0275925 0.6328	0.727988 0.0292366 -0.0327444 0.684183	0.714093 0.0264019 -0.0400114 0.698408	0.662087 0.104228 -0.113439 0.733423	0.642656 0.117694 -0.13692 0.744577	0.569956 0.0504363 -0.130146 0.809733	0.587004 -0.0168192 -0.0787412 0.80557	0.712052 0.221007 0.0299177 0.665765	0.536183 -0.13597 -0.571293 0.606337	-0.5504 -0.0551355 0.743892 -0.375026	0.682124 0.0196453 -0.651685 0.331101	0.535771 -0.00663707 -0.192983 0.821987	0.457215 0.500733 0.353098 0.644626	0.545334 0.402976 0.470976 0.564272	0.577503 0.376512 0.457324 0.561769	0.597384 -0.0512291 0.0598132 0.798079	0.551764 -0.0544976 0.0568511 0.830274	0.604059 -0.0473262 0.0790934 0.791591	0.781964 0.128619 -0.107861 0.600296	0.828963 0.119251 -0.118136 0.53352	0.829335 0.256079 -0.152347 0.472671	
0.773105 0.0230884 -0.0273729 0.633267	0.728191 0.0295896 -0.0310621 0.684031	0.714802 0.0268165 -0.0382278 0.697766	0.661989 0.104961 -0.111108 0.733763	0.642502 0.118482 -0.134341 0.745054	0.569973 0.0511459 -0.126698 0.810224	0.586687 -0.0167517 -0.0733846 0.806308	0.710906 0.220251 0.0314319 0.667169	0.535262 -0.139883 -0.570288 0.607205	-0.550715 -0.0527888 0.744365 -0.373962	0.683179 0.0174247 -0.651187 0.330028	0.536768 -0.00448743 -0.189265 0.822216	0.456583 0.501515 0.355557 0.643113	0.544281 0.404652 0.472283 0.562995	0.576247 0.376968 0.45858 0.561729	0.590705 -0.0490278 0.0617202 0.803029	0.542875 -0.0525433 0.0587564 0.836106	0.598162 -0.0462332 0.0788291 0.796147	0.784546 0.129346 -0.105448 0.597191	0.83137 0.120155 -0.115812 0.53007	0.832448 0.258076 -0.152835 0.465907	
0.77266 0.0211806 -0.0267181 0.633904	0.728548 0.0293139 -0.0291123 0.683748	0.715855 0.026574 -0.0362887 0.696799	0.662017 0.105713 -0.108636 0.734001	0.642383 0.119406 -0.131654 0.745489	0.570353 0.0519901 -0.122976 0.810476	0.586897 -0.0168753 -0.0679398 0.80663	0.709527 0.21926 0.0327792 0.668896	0.533157 -0.145167 -0.568765 0.609242	-0.550453 -0.0482871 0.744444 -0.374798	0.683573 0.0132234 -0.650421 0.330916	0.537777 -0.00261266 -0.185367 0.822453	0.456514 0.502023 0.358282 0.64125	0.54366 0.406038 0.473699 0.561406	0.575209 0.377577 0.459953 0.56126	0.584957 -0.0466048 0.0639119 0.807198	0.532969 -0.0505366 0.0608505 0.842429	0.590983 -0.0452495 0.0781843 0.80161	0.789897 0.123976 -0.10057 0.592097	0.827741 0.11697 -0.108639 0.537922	0.829453 0.256457 -0.155485 0.471235	
0.772165 0.0186932 -0.0242191 0.634685	0.729274 0.0279035 -0.0259589 0.683159	0.717392 0.0251586 -0.0332331 0.695421	0.662517 0.105981 -0.105791 0.733926	0.642684 0.120062 -0.128798 0.745623	0.571056 0.0531068 -0.119135 0.810483	0.587542 -0.0168962 -0.0626636 0.806587	0.7077 0.218048 0.0341372 0.671156	0.530682 -0.152812 -0.566915 0.611256	-0.550772 -0.0403116 0.743441 -0.377255	0.684133 0.00710504 -0.649358 0.332034	0.539182 -0.0012142 -0.182035 0.82228	0.457115 0.502336 0.361277 0.638892	0.543481 0.407337 0.475054 0.55949	0.573692 0.37706 0.461662 0.561757	0.580208 -0.0435483 0.0654084 0.810668	0.521998 -0.048023 0.0621973 0.849319	0.582738 -0.0455396 0.0769511 0.807726	0.796808 0.111364 -0.0920498 0.586705	0.819732 0.107577 -0.0964489 0.554224	0.822417 0.252003 -0.156124 0.48554	
0.771575 0.0144206 -0.0195765 0.635674	0.730278 0.0243872 -0.0212255 0.682384	0.719332 0.0216359 -0.0286496 0.693739	0.663775 0.105297 -0.102435 0.733364	0.643754 0.119999 -0.125646 0.745248	0.572198 0.0539831 -0.115431 0.810155	0.588556 -0.0165614 -0.0570597 0.806271	0.705824 0.216626 0.0361325 0.673484	0.526754 -0.160308 -0.56477 0.614708	-0.54975 -0.0307065 0.741781 -0.382875	0.682935 -0.00123895 -0.647812 0.337548	0.5413 -0.000245939 -0.179218 0.821508	0.458352 0.502665 0.364365 0.635988	0.543894 0.40858 0.476361 0.557065	0.573606 0.377283 0.463293 0.560352	0.576665 -0.0401874 0.0671747 0.813222	0.509786 -0.0454306 0.0637459 0.856733	0.572931 -0.0464046 0.0755759 0.814791	0.802986 0.0971178 -0.0821493 0.582265	0.808172 0.0963778 -0.0830163 0.575046	0.812718 0.243953 -0.157546 0.505129	
0.771596 0.00573248 -0.0156445 0.635894	0.731888 0.0182818 -0.01506 0.681013	0.722111 0.0155834 -0.0225929 0.691233	0.665291 0.103051 -0.0983106 0.732874	0.645208 0.118619 -0.121886 0.744836	0.573773 0.0543084 -0.111776 0.809531	0.589221 -0.0157455 -0.0516454 0.806166	0.704863 0.212838 0.0376653 0.67561	0.521961 -0.168307 -0.56278 0.618472	-0.54811 -0.0185951 0.739111 -0.39108	0.679654 -0.0104806 -0.645729 0.347843	0.54476 0.00132364 -0.17552 0.820017	0.460324 0.50343 0.367298 0.63226	0.545239 0.409944 0.477557 0.553714	0.572115 0.37742 0.466039 0.559505	0.574702 -0.0369555 0.0711537 0.814426	0.495855 -0.0434605 0.0673776 0.864696	0.560171 -0.0470575 0.0744732 0.82368	0.80619 0.0865786 -0.0727502 0.580749	0.796574 0.087758 -0.0713231 0.593869	0.798831 0.235669 -0.160471 0.529696	
0.772013 -0.0066795 -0.0118351 0.635461	0.733691 0.0100541 -0.00791488 0.679363	0.725305 0.00756983 -0.0154876 0.688212	0.667434 0.0997976 -0.0930488 0.732062	0.6474 0.116291 -0.116948 0.744092	0.575649 0.0543188 -0.107577 0.808768	0.590342 -0.0142263 -0.0462278 0.805703	0.704128 0.207387 0.0397187 0.677951	0.516053 -0.17557 -0.560601 0.62337	-0.545075 -0.0054002 0.735528 -0.402322	0.674144 -0.0214708 -0.643912 0.361173	0.549435 0.00309875 -0.17052 0.817946	0.462887 0.504804 0.37007 0.62766	0.54738 0.411662 0.478591 0.549418	0.57245 0.378273 0.466023 0.5586	0.5743 -0.034167 0.0771791 0.814282	0.480744 -0.0424912 0.072928 0.872789	0.543881 -0.0528728 0.0725618 0.834346	0.806285 0.0798826 -0.0644417 0.582555	0.787818 0.0818439 -0.0619317 0.607296	0.779701 0.221245 -0.176008 0.558694	
0.773053 -0.0204329 -0.00940129 0.633943	0.735581 0.000900046 -0.00137018 0.677435	0.728497 -0.00140702 -0.00900928 0.684988	0.669935 0.0951739 -0.0870528 0.73113	0.650064 0.112417 -0.110799 0.743306	0.577867 0.0526239 -0.102745 0.807926	0.591436 -0.0140394 -0.0415212 0.80516	0.703455 0.199767 0.0421552 0.680784	0.510437 -0.184334 -0.55874 0.627125	-0.542593 0.010819 0.730409 -0.414703	0.667567 -0.0332278 -0.640334 0.378447	0.553248 0.00456867 -0.164251 0.81665	0.464304 0.505375 0.373429 0.624154	0.548398 0.412604 0.480617 0.545917	0.576633 0.382239 0.46645 0.551192	0.576778 -0.0281747 0.0810758 0.812379	0.46329 -0.038735 0.0765943 0.88204	0.519802 -0.0612373 0.0674976 0.849412	0.804752 0.0706291 -0.0532732 0.586982	0.781623 0.0726223 -0.0505224 0.617445	0.755154 0.208811 -0.187334 0.592492	
0.774293 -0.0323447 -0.00844911 0.631943	0.737679 -0.007312 0.0036534 0.675102	0.731633 -0.00899165 -0.00356693 0.68163	0.672408 0.09126 -0.0803054 0.73013	0.652734 0.108737 -0.103629 0.742546	0.580317 0.0503283 -0.0972481 0.806995	0.59254 -0.0141533 -0.0373926 0.804548	0.70281 0.190775 0.0453841 0.683815	0.505047 -0.194098 -0.556729 0.630322	-0.540251 0.0295979 0.723415 -0.428864	0.658643 -0.0455634 -0.636488 0.398743	0.556837 0.00524112 -0.157136 0.815606	0.464834 0.504451 0.378113 0.621683	0.547851 0.412796 0.483587 0.543693	0.575648 0.381917 0.469769 0.549624	0.581511 -0.0221646 0.0844072 0.808844	0.444201 -0.0354202 0.0797574 0.891667	0.491002 -0.0661136 0.066642 0.866086	0.804513 0.0548858 -0.0387447 0.590123	0.773014 0.0568106 -0.0358631 0.630821	0.733211 0.204561 -0.184871 0.621594	
0.775246 -0.0414123 -0.0100409 0.630221	0.739899 -0.0137571 0.00568923 0.672553	0.734663 -0.0142536 -0.000533903 0.678282	0.674621 0.0890042 -0.0737375 0.729059	0.655089 0.106165 -0.0963385 0.741826	0.582544 0.0474104 -0.0914157 0.806249	0.593356 -0.0152591 -0.0339484 0.804079	0.701864 0.181505 0.048951 0.687057	0.49976 -0.205398 -0.55435 0.633046	-0.537915 0.050951 0.714682 -0.444164	0.648994 -0.0596962 -0.630655 0.421327	0.561258 0.00463976 -0.149709 0.813975	0.463889 0.501096 0.384836 0.620976	0.54512 0.411259 0.48849 0.543219	0.575797 0.380557 0.47421 0.546588	0.589163 -0.0168 0.0895117 0.802865	0.423613 -0.0337149 0.0846043 0.901253	0.4563 -0.0713824 0.0675549 0.884382	0.804763 0.0446445 -0.0287848 0.591215	0.760773 0.0465749 -0.0255437 0.646841	0.715707 0.205577 -0.179547 0.642857	
0.77627 -0.0470309 -0.0145192 0.628476	0.742135 -0.0178112 0.00426864 0.67	0.737222 -0.0167512 -0.000541788 0.675443	0.676321 0.0886936 -0.0682634 0.728055	0.656933 0.1051 -0.0898236 0.741165	0.584236 0.0441295 -0.0856788 0.805841	0.593691 -0.0173662 -0.0306577 0.803921	0.700196 0.173358 0.0528664 0.690564	0.495132 -0.219158 -0.551331 0.634703	-0.536144 0.0757363 0.703599 -0.460177	0.639763 -0.0778029 -0.621266 0.445733	0.565267 0.00198564 -0.141951 0.8126	0.462746 0.495499 0.393045 0.621179	0.541221 0.408329 0.494224 0.544141	0.572551 0.376743 0.480284 0.547337	0.600511 -0.0112108 0.0959492 0.79376	0.402083 -0.0329549 0.0908069 0.910493	0.413383 -0.0788419 0.0681089 0.904577	0.804756 0.0430325 -0.0245829 0.591534	0.746145 0.0451356 -0.0204669 0.663936	0.70621 0.204476 -0.175697 0.654666	
0.777728 -0.0492349 -0.0194878 0.626367	0.743969 -0.0200673 0.000779249 0.667912	0.738572 -0.0174093 -0.00257277 0.673945	0.677798 0.0894699 -0.0643142 0.726945	0.65862 0.105007 -0.0846731 0.740286	0.585606 0.0420825 -0.0803116 0.805509	0.59429 -0.0189287 -0.0275642 0.803556	0.698429 0.1668 0.056864 0.693643	0.490878 -0.234121 -0.54735 0.636108	-0.53408 0.102628 0.690196 -0.477342	0.629503 -0.0985201 -0.611052 0.469718	0.56861 -0.00296364 -0.134826 0.811478	0.461793 0.487756 0.402328 0.622072	0.536772 0.403776 0.500575 0.546137	0.567357 0.370461 0.487494 0.550649	0.615915 -0.00385987 0.0992372 0.781527	0.379621 -0.0307579 0.0944292 0.919796	0.362858 -0.085222 0.068766 0.925388	0.803616 0.0463463 -0.0237007 0.592868	0.731492 0.0487272 -0.018313 0.679861	0.700585 0.19996 -0.17429 0.662435	
0.780147 -0.0506895 -0.0230207 0.623114	0.745423 -0.022147 -0.00213438 0.666221	0.738843 -0.018257 -0.00442057 0.673616	0.678904 0.0899308 -0.0615447 0.726095	0.659958 0.104821 -0.0809232 0.73954	0.586612 0.0413715 -0.0757952 0.805252	0.595035 -0.01933 -0.0248248 0.803084	0.696043 0.161632 0.0611897 0.696889	0.490718 -0.254738 -0.541927 0.632945	-0.536119 0.135176 0.672853 -0.4915	0.621588 -0.126459 -0.596503 0.491752	0.570807 -0.00931063 -0.128618 0.810894	0.460438 0.477879 0.412668 0.623966	0.531693 0.397082 0.50819 0.548973	0.559315 0.360853 0.495576 0.557993	0.635042 0.00513506 0.0973492 0.766302	0.357863 -0.0261423 0.0939139 0.928672	0.307116 -0.0943982 0.0714689 0.944278	0.799528 0.0512801 -0.0242771 0.597943	0.719621 0.0538842 -0.0177628 0.692046	0.696326 0.194546 -0.175627 0.66816	
0.783407 -0.052432 -0.0230123 0.618866	0.746271 -0.0251677 -0.00255754 0.665161	0.737848 -0.0206719 -0.00442033 0.674636	0.679722 0.0882434 -0.0591915 0.725733	0.661081 0.102935 -0.0778619 0.739131	0.587655 0.0419818 -0.0716191 0.804842	0.596175 -0.0182134 -0.022563 0.802331	0.69404 0.156876 0.0655854 0.699569	0.490623 -0.275447 -0.535268 0.630006	-0.537142 0.167511 0.654473 -0.505058	0.612263 -0.15536 -0.579691 0.514738	0.573229 -0.0151104 -0.123642 0.809872	0.459315 0.466224 0.423354 0.626447	0.527001 0.388079 0.516719 0.551966	0.554456 0.350805 0.503861 0.561817	0.657509 0.0148169 0.0904488 0.747851	0.337266 -0.0194022 0.0895772 0.936937	0.245947 -0.103921 0.0769454 0.96062	0.792696 0.0532519 -0.0220714 0.606886	0.711248 0.0555795 -0.0152918 0.700573	0.694356 0.191971 -0.176395 0.670747	
0.786521 -0.0548125 -0.0189906 0.614832	0.746479 -0.0294427 -0.000192414 0.664757	0.736139 -0.0248259 -0.00209582 0.676372	0.680065 0.0843287 -0.0562963 0.726106	0.66174 0.099027 -0.074533 0.739418	0.588828 0.0427382 -0.0675762 0.804294	0.597726 -0.0161645 -0.0211029 0.801259	0.692149 0.151477 0.0702511 0.702174	0.492186 -0.29669 -0.527444 0.625724	-0.538448 0.200864 0.633762 -0.517758	0.598824 -0.183633 -0.563584 0.538573	0.575507 -0.0204951 -0.119437 0.808769	0.459019 0.45389 0.433402 0.628846	0.52356 0.377623 0.525247 0.554437	0.544724 0.33589 0.51539 0.569936	0.680768 0.0235815 0.081361 0.727585	0.319846 -0.0120952 0.0838415 0.943675	0.190814 -0.108162 0.0847286 0.971963	0.783581 0.0542173 -0.0191462 0.618623	0.705832 0.0560848 -0.0126722 0.706042	0.693963 0.192118 -0.176341 0.671126	
0.788523 -0.0571633 -0.0130338 0.612205	0.74614 -0.0337146 0.00361432 0.664925	0.734312 -0.0291179 0.00163834 0.678186	0.679908 0.0789571 -0.0522465 0.72716	0.661876 0.0934895 -0.0700569 0.740454	0.58983 0.0431944 -0.0631789 0.803892	0.599756 -0.0133986 -0.0207215 0.799802	0.689589 0.144652 0.0748718 0.705647	0.491888 -0.31543 -0.518958 0.623885	-0.536787 0.230888 0.613854 -0.530786	0.58635 -0.209289 -0.547618 0.559022	0.576998 -0.0263946 -0.115464 0.808112	0.459289 0.44196 0.442116 0.631077	0.521824 0.366026 0.533955 0.555532	0.5341 0.318271 0.526759 0.579625	0.702646 0.030567 0.0724412 0.707183	0.306455 -0.00553249 0.0784312 0.948632	0.157333 -0.109533 0.095799 0.976766	0.7731 0.0569158 -0.0185139 0.631454	0.702322 0.0585487 -0.0124187 0.709339	0.693999 0.193255 -0.175958 0.670863	
0.789396 -0.0569668 -0.00693707 0.611196	0.745664 -0.035798 0.00743653 0.665318	0.732884 -0.0312555 0.00550573 0.679613	0.679288 0.0733228 -0.0472807 0.728668	0.661487 0.0872946 -0.0646444 0.742049	0.590499 0.0422666 -0.0584077 0.803811	0.601564 -0.0112137 -0.0212169 0.798464	0.686386 0.136627 0.0796375 0.709835	0.484298 -0.327946 -0.511647 0.629384	-0.527784 0.252066 0.599774 -0.546056	0.574377 -0.229241 -0.531284 0.579031	0.577851 -0.0348054 -0.111485 0.807742	0.461388 0.431737 0.44856 0.632075	0.522721 0.355019 0.541094 0.554924	0.534397 0.303638 0.53351 0.581026	0.722589 0.0357151 0.0638326 0.687397	0.296466 0.000116249 0.0731447 0.952238	0.156919 -0.106897 0.10779 0.975874	0.762832 0.0608984 -0.0196756 0.643422	0.699451 0.062469 -0.013906 0.711809	0.693495 0.194398 -0.175988 0.671046	
0.790098 -0.0528284 -0.00260145 0.610694	0.745579 -0.0339608 0.00973974 0.66548	0.732187 -0.0295322 0.00803668 0.680416	0.678456 0.068128 -0.042183 0.730258	0.660836 0.0809169 -0.0589 0.743827	0.59071 0.0406996 -0.0533558 0.804089	0.60297 -0.00913943 -0.0222247 0.797402	0.682297 0.128405 0.0848137 0.714695	0.480334 -0.341943 -0.50329 0.631707	-0.522032 0.274095 0.583827 -0.558123	0.559533 -0.246997 -0.516442 0.599336	0.577483 -0.0461276 -0.107459 0.807984	0.463684 0.422427 0.453452 0.633193	0.524656 0.343778 0.547886 0.553511	0.538421 0.290373 0.53818 0.579783	0.740319 0.0383969 0.0566745 0.668762	0.291214 0.00380007 0.0683511 0.954205	0.182541 -0.0990895 0.116623 0.971215	0.752776 0.0650843 -0.0215528 0.654696	0.697021 0.066622 -0.0161867 0.713765	0.692577 0.194967 -0.176875 0.671596	
0.790902 -0.0450757 0.000182104 0.610281	0.745362 -0.028736 0.0107149 0.665954	0.731338 -0.0245832 0.00921576 0.681509	0.67767 0.0636779 -0.0376681 0.731635	0.660266 0.0748807 -0.0536506 0.745361	0.590342 0.0387255 -0.0485635 0.80476	0.60404 -0.00735191 -0.0235178 0.796573	0.678109 0.120321 0.0904148 0.719386	0.47869 -0.356764 -0.493607 0.632398	-0.51875 0.295504 0.567286 -0.567241	0.54399 -0.26268 -0.503385 0.6178	0.577267 -0.0596206 -0.104152 0.807688	0.465691 0.412928 0.457663 0.634954	0.52673 0.331561 0.554974 0.55193	0.547604 0.279666 0.540449 0.57431	0.75595 0.0393329 0.0503504 0.651504	0.291839 0.00640821 0.0635702 0.954331	0.220118 -0.083637 0.123477 0.964005	0.743395 0.0703728 -0.0250415 0.664669	0.694218 0.0719763 -0.0199708 0.715879	0.691326 0.194964 -0.178189 0.672537	
0.791586 -0.0343509 0.00129987 0.61009	0.744759 -0.0205551 0.0103615 0.666937	0.730101 -0.0168243 0.00906233 0.683072	0.676946 0.0601495 -0.0340898 0.732779	0.659799 0.0695424 -0.0493265 0.74659	0.589557 0.0363319 -0.0444674 0.805683	0.604722 -0.00607095 -0.0250621 0.796019	0.672887 0.112229 0.0961294 0.724836	0.477245 -0.371116 -0.482855 0.633531	0.516313 -0.3145 -0.551696 0.574579	0.531085 -0.276678 -0.491976 0.631948	0.578374 -0.0736272 -0.102152 0.805995	0.468377 0.403171 0.461511 0.636461	0.52951 0.31866 0.561975 0.549781	0.554797 0.267608 0.544506 0.569297	0.769843 0.0394751 0.0443623 0.635465	0.298819 0.00890046 0.0587119 0.95246	0.255589 -0.0667124 0.130384 0.955628	0.734797 0.0766483 -0.0298942 0.673279	0.691002 0.0783766 -0.0250148 0.718156	0.69014 0.195397 -0.179066 0.673396	
0.791966 -0.0219398 0.000654975 0.61017	0.743555 -0.0105879 0.00877251 0.668533	0.72821 -0.00732025 0.00773864 0.685272	0.676202 0.0574947 -0.0313477 0.7338	0.659376 0.0648334 -0.0458142 0.747611	0.588593 0.0338565 -0.0413948 0.806659	0.605138 -0.0050791 -0.0282885 0.795602	0.66793 0.10365 0.101911 0.729891	0.473745 -0.38363 -0.471688 0.637106	0.51306 -0.329205 -0.538891 0.581369	0.523042 -0.290557 -0.481587 0.640373	0.579423 -0.0876852 -0.101545 0.803908	0.46963 0.391751 0.465845 0.639505	0.530919 0.303555 0.570534 0.548151	0.564451 0.254923 0.548648 0.561599	0.782397 0.0394816 0.0380427 0.620362	0.311226 0.0119935 0.0534996 0.948753	0.286444 -0.0565749 0.139715 0.946165	0.726706 0.0832515 -0.0349338 0.680989	0.687843 0.0850598 -0.0302656 0.720223	0.688719 0.197372 -0.179297 0.674213	
0.792088 -0.00924963 -0.00152643 0.610335	0.742029 -6.6536e-05 0.00611341 0.67034	0.725883 0.00272579 0.0053462 0.687792	0.675213 0.0556035 -0.0294008 0.734937	0.658827 0.0608185 -0.0430594 0.748595	0.58787 0.0304193 -0.0386365 0.807459	0.605653 -0.0061301 -0.0299309 0.795142	0.662078 0.095334 0.107661 0.735509	0.471535 -0.396348 -0.459254 0.640039	0.511822 -0.342746 -0.526102 0.586327	0.517751 -0.302634 -0.473794 0.644876	0.581037 -0.101074 -0.101075 0.801227	0.46961 0.378491 0.470573 0.644028	0.530994 0.286067 0.580579 0.546935	0.573634 0.240843 0.554652 0.552539	0.793957 0.0397303 0.0320758 0.605825	0.328801 0.015484 0.048658 0.943018	0.31314 -0.0537384 0.15093 0.936096	0.719146 0.0924176 -0.0424327 0.687377	0.683808 0.0944273 -0.0377497 0.72254	0.686976 0.197879 -0.180435 0.675538	
0.791769 0.00207046 -0.00402797 0.610804	0.740367 0.00961709 0.00357513 0.672124	0.723565 0.0121797 0.00321547 0.690142	0.673896 0.0545624 -0.0276937 0.736288	0.657958 0.0578621 -0.0409191 0.749712	0.587406 0.0268309 -0.0363363 0.808031	0.6063 -0.00751141 -0.0311753 0.794589	0.656137 0.0869676 0.113524 0.740968	0.463813 -0.405987 -0.448435 0.647269	0.506666 -0.351052 -0.518616 0.592528	0.516756 -0.313904 -0.463806 0.647543	0.58372 -0.112999 -0.101071 0.797676	0.468192 0.363228 0.475953 0.64987	0.529335 0.26635 0.592106 0.546143	0.580422 0.222321 0.563541 0.544156	0.804143 0.0397946 0.02735 0.592472	0.351122 0.0184499 0.0446232 0.935084	0.337487 -0.0575552 0.161106 0.925654	0.712017 0.103024 -0.0521357 0.692604	0.678562 0.105368 -0.0472191 0.725411	0.684902 0.197514 -0.183061 0.677043	
0.790764 0.0121273 -0.0063525 0.611967	0.738584 0.0182004 0.00109321 0.673914	0.721397 0.020664 0.00115651 0.692213	0.672519 0.0540318 -0.0262806 0.737637	0.656982 0.0554933 -0.0392908 0.750834	0.587 0.0232989 -0.0344611 0.808518	0.607125 -0.00924708 -0.0323801 0.793893	0.650929 0.0791126 0.11924 0.74553	0.461205 -0.417621 -0.435877 0.650303	0.50619 -0.361787 -0.507799 0.595837	0.515761 -0.327653 -0.454487 0.648133	0.586923 -0.123717 -0.101165 0.793714	0.467993 0.348285 0.480423 0.654885	0.528853 0.246239 0.603148 0.543961	0.587503 0.204965 0.571002 0.535524	0.813111 0.0397495 0.0232771 0.580283	0.377035 0.0211526 0.0409196 0.925053	0.364397 -0.0624118 0.168377 0.913766	0.70521 0.112118 -0.0611239 0.697404	0.672635 0.114791 -0.0559415 0.728873	0.685196 0.196082 -0.182699 0.677259	
0.789432 0.020154 -0.00891406 0.613442	0.736879 0.0251467 -0.00135617 0.675555	0.719549 0.0276211 -0.000854771 0.693892	0.671195 0.0532815 -0.0252255 0.738933	0.655935 0.0531493 -0.0380833 0.75198	0.586525 0.0197544 -0.0330539 0.809016	0.608035 -0.0112636 -0.0339882 0.793102	0.646165 0.0717379 0.124721 0.749512	0.458219 -0.428153 -0.423641 0.653643	0.505718 -0.370849 -0.498099 0.598847	0.519433 -0.342941 -0.443702 0.644756	0.58941 -0.133661 -0.101119 0.790257	0.467525 0.332974 0.484169 0.660401	0.527936 0.225244 0.614243 0.54153	0.59187 0.184956 0.580555 0.527672	0.820614 0.0398677 0.0197642 0.569748	0.405786 0.0238222 0.037584 0.912884	0.397793 -0.0654084 0.171693 0.89889	0.698085 0.121297 -0.0691842 0.702266	0.666843 0.124195 -0.0638366 0.731998	0.68462 0.195593 -0.184159 0.677587	
0.788362 0.0257244 -0.0116821 0.614563	0.735681 0.0302576 -0.00356002 0.676642	0.718217 0.0327618 -0.00267852 0.695042	0.669732 0.0521203 -0.0243739 0.74037	0.654599 0.050591 -0.0371137 0.753368	0.585876 0.0160252 -0.0319692 0.809612	0.608865 -0.013497 -0.0355064 0.792364	0.642145 0.0650847 0.129739 0.752716	0.456832 -0.438613 -0.411502 0.65543	0.506547 -0.380115 -0.487784 0.600824	0.521855 -0.356807 -0.432874 0.642632	0.591173 -0.142653 -0.100791 0.787404	0.467038 0.317849 0.487219 0.665932	0.526749 0.204175 0.625011 0.53871	0.593918 0.16297 0.590641 0.521388	0.826532 0.0409594 0.0162614 0.561162	0.437662 0.0274351 0.034488 0.898059	0.43543 -0.06635 0.16989 0.881553	0.690547 0.128053 -0.074427 0.70796	0.661758 0.13092 -0.0692598 0.734942	0.683211 0.195269 -0.184839 0.678917	
0.787128 0.0293996 -0.013678 0.615937	0.73472 0.0336893 -0.00506736 0.677515	0.717343 0.0362913 -0.00384001 0.695763	0.668301 0.0508738 -0.0235909 0.741775	0.653118 0.0482415 -0.0363584 0.754843	0.585018 0.0128653 -0.0311873 0.810319	0.609455 -0.0152439 -0.0373053 0.791796	0.638622 0.0594444 0.13435 0.755366	0.456111 -0.448055 -0.400411 0.656415	0.507246 -0.389219 -0.477317 0.602809	0.523946 -0.368967 -0.421946 0.641331	0.592465 -0.150854 -0.100227 0.784973	0.467353 0.303624 0.489601 0.670585	0.525981 0.184258 0.634533 0.535501	0.597854 0.141552 0.598156 0.514532	0.830733 0.0425836 0.0122145 0.554905	0.472568 0.0318503 0.0307916 0.88018	0.478477 -0.0655276 0.163087 0.860331	0.683225 0.131759 -0.0768522 0.714098	0.656942 0.134453 -0.0720349 0.73835	0.68189 0.194903 -0.184735 0.680376	
0.785833 0.0314566 -0.0154523 0.617445	0.733903 0.0357687 -0.00622692 0.678284	0.716658 0.0385558 -0.00463902 0.696343	0.666976 0.0496291 -0.0228462 0.743073	0.651653 0.0461834 -0.0356815 0.756269	0.583955 0.0101534 -0.0306999 0.811141	0.609713 -0.0163216 -0.0396544 0.791462	0.634943 0.0546873 0.13842 0.758087	0.456195 -0.456869 -0.390309 0.656365	0.508019 -0.398447 -0.466702 0.604438	0.523969 -0.378204 -0.41114 0.642949	0.593988 -0.157984 -0.100088 0.782433	0.468299 0.290103 0.491405 0.674579	0.525482 0.165325 0.642922 0.532154	0.60162 0.119502 0.604521 0.508259	0.833341 0.0450004 0.00748692 0.550874	0.510225 0.0372473 0.0263387 0.85883	0.521862 -0.0635608 0.151954 0.836977	0.676225 0.133121 -0.0772245 0.720441	0.652197 0.135586 -0.0728104 0.742263	0.680457 0.194107 -0.183917 0.682258	
